0.035368	300
0.055368	307.038
0.075368	313.194
0.095368	318.107
0.115368	321.621
0.135368	324.751
0.155368	327.681
0.175368	330.396
0.195368	332.881
0.215368	335.121
0.235368	337.102
0.255368	338.808
0.275368	340.23
0.295368	341.557
0.315368	342.888
0.335368	344.218
0.355368	345.542
0.375368	346.855
0.395368	348.15
0.415368	349.424
0.435368	350.67
0.455368	351.883
0.475368	353.059
0.495368	354.19
0.515368	355.273
0.535368	356.302
0.555368	357.271
0.575368	358.175
0.595368	359.009
0.615368	359.768
0.635368	360.465
0.655368	361.158
0.675368	361.852
0.695368	362.546
0.715368	363.238
0.735368	363.929
0.755368	364.618
0.775368	365.304
0.795368	365.987
0.815368	366.665
0.835368	367.339
0.855368	368.008
0.875368	368.671
0.895368	369.327
0.915368	369.977
0.935368	370.618
0.955368	371.251
0.975368	371.876
0.995368	372.49
1.01537	373.094
1.03537	373.688
1.05537	374.27
1.07537	374.84
1.09537	375.397
1.11537	375.941
1.13537	376.471
1.15537	376.986
1.17537	377.487
1.19537	377.971
1.21537	378.439
1.23537	378.89
1.25537	379.323
1.27537	379.738
1.29537	380.135
1.31537	380.528
1.33537	380.921
1.35537	381.314
1.37537	381.706
1.39537	382.098
1.41537	382.49
1.43537	382.881
1.45537	383.272
1.47537	383.662
1.49537	384.051
1.51537	384.439
1.53537	384.827
1.55537	385.213
1.57537	385.598
1.59537	385.981
1.61537	386.364
1.63537	386.745
1.65537	387.124
1.67537	387.502
1.69537	387.878
1.71537	388.252
1.73537	388.624
1.75537	388.995
1.77537	389.363
1.79537	389.729
1.81537	390.093
1.83537	390.454
1.85537	390.813
1.87537	391.169
1.89537	391.523
1.91537	391.874
1.93537	392.222
1.95537	392.567
1.97537	392.909
1.99537	393.248
2.01537	393.584
2.03537	393.916
2.05537	394.245
2.07537	394.571
2.09537	394.893
2.11537	395.211
2.13537	395.526
2.15537	395.837
2.17537	396.144
2.19537	396.446
2.21537	396.745
2.23537	397.039
2.25537	397.329
2.27537	397.615
2.29537	397.896
2.31537	398.173
2.33537	398.445
2.35537	398.712
2.37537	398.974
2.39537	399.231
2.41537	399.483
2.43537	399.73
2.45537	399.972
2.47537	400.211
2.49537	400.449
2.51537	400.687
2.53537	400.926
2.55537	401.164
2.57537	401.401
2.59537	401.639
2.61537	401.877
2.63537	402.114
2.65537	402.351
2.67537	402.588
2.69537	402.824
2.71537	403.06
2.73537	403.296
2.75537	403.532
2.77537	403.767
2.79537	404.002
2.81537	404.237
2.83537	404.471
2.85537	404.705
2.87537	404.939
2.89537	405.172
2.91537	405.404
2.93537	405.636
2.95537	405.868
