0	1
0.01	1.005
0.02	1.01
0.03	1.015
0.04	1.02
0.05	1.025
0.06	1.03
0.07	1.035
0.08	1.04
0.09	1.045
0.1	1.05
0.11	1.055
0.12	1.06
0.13	1.065
0.14	1.07
0.15	1.075
0.16	1.08
0.17	1.085
0.18	1.09
0.19	1.095
0.2	1.1
0.21	1.105
0.22	1.11
0.23	1.115
0.24	1.12
0.25	1.125
0.26	1.13
0.27	1.135
0.28	1.14
0.29	1.145
0.3	1.15
0.31	1.155
0.32	1.16
0.33	1.165
0.34	1.17
0.35	1.175
0.36	1.18
0.37	1.185
0.38	1.19
0.39	1.195
0.4	1.2
0.41	1.205
0.42	1.21
0.43	1.215
0.44	1.22
0.45	1.225
0.46	1.23
0.47	1.235
0.48	1.24
0.49	1.245
0.5	1.25
0.51	1.255
0.52	1.26
0.53	1.265
0.54	1.27
0.55	1.275
0.56	1.28
0.57	1.285
0.58	1.29
0.59	1.295
0.6	1.3
0.61	1.305
0.62	1.31
0.63	1.315
0.64	1.32
0.65	1.325
0.66	1.33
0.67	1.335
0.68	1.34
0.69	1.345
0.7	1.35
0.71	1.355
0.72	1.36
0.73	1.365
0.74	1.37
0.75	1.375
0.76	1.38
0.77	1.385
0.78	1.39
0.79	1.395
0.8	1.4
0.81	1.405
0.82	1.41
0.83	1.415
0.84	1.42
0.85	1.425
0.86	1.43
0.87	1.435
0.88	1.44
0.89	1.445
0.9	1.45
0.91	1.455
0.92	1.46
0.93	1.465
0.94	1.47
0.95	1.475
0.96	1.48
0.97	1.485
0.98	1.49
0.99	1.495
1	1.5
1.01	1.4925
1.02	1.485
1.03	1.4775
1.04	1.47
1.05	1.4625
1.06	1.455
1.07	1.4475
1.08	1.44
1.09	1.4325
1.1	1.425
1.11	1.4175
1.12	1.41
1.13	1.4025
1.14	1.395
1.15	1.3875
1.16	1.38
1.17	1.3725
1.18	1.365
1.19	1.3575
1.2	1.35
1.21	1.3425
1.22	1.335
1.23	1.3275
1.24	1.32
1.25	1.3125
1.26	1.305
1.27	1.2975
1.28	1.29
1.29	1.2825
1.3	1.275
1.31	1.2675
1.32	1.26
1.33	1.2525
1.34	1.245
1.35	1.2375
1.36	1.23
1.37	1.2225
1.38	1.215
1.39	1.2075
1.4	1.2
1.41	1.1925
1.42	1.185
1.43	1.1775
1.44	1.17
1.45	1.1625
1.46	1.155
1.47	1.1475
1.48	1.14
1.49	1.1325
1.5	1.125
1.51	1.1175
1.52	1.11
1.53	1.1025
1.54	1.095
1.55	1.0875
1.56	1.08
1.57	1.0725
1.58	1.065
1.59	1.0575
1.6	1.05
1.61	1.0425
1.62	1.035
1.63	1.0275
1.64	1.02
1.65	1.0125
1.66	1.005
1.67	0.9975
1.68	0.99
1.69	0.9825
1.7	0.975
1.71	0.9675
1.72	0.96
1.73	0.9525
1.74	0.945
1.75	0.9375
1.76	0.93
1.77	0.9225
1.78	0.915
1.79	0.9075
1.8	0.9
1.81	0.8925
1.82	0.885
1.83	0.8775
1.84	0.87
1.85	0.8625
1.86	0.855
1.87	0.8475
1.88	0.84
1.89	0.8325
1.9	0.825
1.91	0.8175
1.92	0.81
1.93	0.8025
1.94	0.795
1.95	0.7875
1.96	0.78
1.97	0.7725
1.98	0.765
1.99	0.7575
2	0.75
2.01	0.7525
2.02	0.755
2.03	0.7575
2.04	0.76
2.05	0.7625
2.06	0.765
2.07	0.7675
2.08	0.77
2.09	0.7725
2.1	0.775
2.11	0.7775
2.12	0.78
2.13	0.7825
2.14	0.785
2.15	0.7875
2.16	0.79
2.17	0.7925
2.18	0.795
2.19	0.7975
2.2	0.8
2.21	0.8025
2.22	0.805
2.23	0.8075
2.24	0.81
2.25	0.8125
2.26	0.815
2.27	0.8175
2.28	0.82
2.29	0.8225
2.3	0.825
2.31	0.8275
2.32	0.83
2.33	0.8325
2.34	0.835
2.35	0.8375
2.36	0.84
2.37	0.8425
2.38	0.845
2.39	0.8475
2.4	0.85
2.41	0.8525
2.42	0.855
2.43	0.8575
2.44	0.86
2.45	0.8625
2.46	0.865
2.47	0.8675
2.48	0.87
2.49	0.8725
2.5	0.875
2.51	0.8775
2.52	0.88
2.53	0.8825
2.54	0.885
2.55	0.8875
2.56	0.89
2.57	0.8925
2.58	0.895
2.59	0.8975
2.6	0.9
2.61	0.9025
2.62	0.905
2.63	0.9075
2.64	0.91
2.65	0.9125
2.66	0.915
2.67	0.9175
2.68	0.92
2.69	0.9225
2.7	0.925
2.71	0.9275
2.72	0.93
2.73	0.9325
2.74	0.935
2.75	0.9375
2.76	0.94
2.77	0.9425
2.78	0.945
2.79	0.9475
2.8	0.95
2.81	0.9525
2.82	0.955
2.83	0.9575
2.84	0.96
2.85	0.9625
2.86	0.965
2.87	0.9675
2.88	0.97
2.89	0.9725
2.9	0.975
2.91	0.9775
2.92	0.98
2.93	0.9825
2.94	0.985
2.95	0.9875
2.96	0.99
2.97	0.9925
2.98	0.995
2.99	0.9975
3	1
3.01	1
3.02	1
3.03	1
3.04	1
3.05	1
3.06	1
3.07	1
3.08	1
3.09	1
3.1	1
3.11	1
3.12	1
3.13	1
3.14	1
3.15	1
3.16	1
3.17	1
3.18	1
3.19	1
3.2	1
3.21	1
3.22	1
3.23	1
3.24	1
3.25	1
3.26	1
3.27	1
3.28	1
3.29	1
3.3	1
3.31	1
3.32	1
3.33	1
3.34	1
3.35	1
3.36	1
3.37	1
3.38	1
3.39	1
3.4	1
3.41	1
3.42	1
3.43	1
3.44	1
3.45	1
3.46	1
3.47	1
3.48	1
3.49	1
3.5	1
3.51	1
3.52	1
3.53	1
3.54	1
3.55	1
3.56	1
3.57	1
3.58	1
3.59	1
3.6	1
3.61	1
3.62	1
3.63	1
3.64	1
3.65	1
3.66	1
3.67	1
3.68	1
3.69	1
3.7	1
3.71	1
3.72	1
3.73	1
3.74	1
3.75	1
3.76	1
3.77	1
3.78	1
3.79	1
3.8	1
3.81	1
3.82	1
3.83	1
3.84	1
3.85	1
3.86	1
3.87	1
3.88	1
3.89	1
3.9	1
3.91	1
3.92	1
3.93	1
3.94	1
3.95	1
3.96	1
3.97	1
3.98	1
3.99	1
4	1
4.01	0.991
4.02	0.982
4.03	0.973
4.04	0.964
4.05	0.955
4.06	0.946
4.07	0.937
4.08	0.928
4.09	0.919
4.1	0.91
4.11	0.901
4.12	0.892
4.13	0.883
4.14	0.874
4.15	0.865
4.16	0.856
4.17	0.847
4.18	0.838
4.19	0.829
4.2	0.82
4.21	0.811
4.22	0.802
4.23	0.793
4.24	0.784
4.25	0.775
4.26	0.766
4.27	0.757
4.28	0.748
4.29	0.739
4.3	0.73
4.31	0.721
4.32	0.712
4.33	0.703
4.34	0.694
4.35	0.685
4.36	0.676
4.37	0.667
4.38	0.658
4.39	0.649
4.4	0.64
4.41	0.631
4.42	0.622
4.43	0.613
4.44	0.604
4.45	0.595
4.46	0.586
4.47	0.577
4.48	0.568
4.49	0.559
4.5	0.55
4.51	0.541
4.52	0.532
4.53	0.523
4.54	0.514
4.55	0.505
4.56	0.496
